success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,value,item_width_mm,item_height_mm,item_width_px,px2mm,view_dist_mm,item_width_deg,px2deg,scale_factor,win_width_deg,win_height_deg,view_history,response_type,key_press,avg_frame_time,center_x,center_y,image,word,target,valence,matchness,correct_response,correct,exp_condition,result
TRUE,FALSE,[],[],[],preload,0,9546,0.0-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,1,30290,0.0-1.0,20742,"
     <p>您好，欢迎参加本次实验。</p>
     <p>为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</p>
     <p>如果您未见过上述内容，请咨询实验员。</p>
     <p>如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</p>
     <p> <div style = ""color: green""><按任意键至下页></div> </p>
     ", ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,2,33538,0.0-2.0-0.0,3247,"
      <p>本实验首先需要您填写一些基本个人信息。</p>
      <p> <div style = ""color: green""><按任意键至下页></div></p>
      ", ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,call-function,3,33539,0.0-2.0-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,survey-html-form,4,79957,0.0-2.0-2.0,45899,,{"Q0":"1002"},,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,5,81332,0.0-2.0-3.0,1371,<p style = 'color : white'>您的性别</p>,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,survey-html-form,6,88562,0.0-2.0-4.0,7228,,{"Q0":"2002"},,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,survey-html-form,7,92128,0.0-2.0-5.0,3565,,{"Q0":"5"},,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,virtual-chinrest,8,213707,0.0-3.0,121574,,,,85.6,53.98,496.0314953,5.795736418,493.14,9.920629905,50,0.766080387,26.04,11.8,,,,,,,,,,,,,,,
TRUE,,,,,fullscreen,9,220004,0.0-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,instructions,10,313667,0.0-5.0,93660,,,,,,,,,,,,,,"[{""page_index"":0,""viewing_time"":39815},{""page_index"":1,""viewing_time"":21587},{""page_index"":2,""viewing_time"":4477},{""page_index"":3,""viewing_time"":25808},{""page_index"":4,""viewing_time"":1973}]",,,,,,,,,,,,,,
,,,,,psychophysics,11,316377,0.0-6.0-0.0-0.0,null,,null,,,,,,,,,,,,,key,null,24.74650459,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,12,316691,0.0-6.0-0.0-1.0,null,<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,13,318287,0.0-6.0-0.0-0.1,429,,j,,,,,,,,,,,,,key,j,16.83083871,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,14,318601,0.0-6.0-0.0-1.1,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,15,320176,0.0-6.0-0.0-0.2,423,,f,,,,,,,,,,,,,key,f,16.65069149,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,16,320486,0.0-6.0-0.0-1.2,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,17,322289,0.0-6.0-0.0-0.3,634,,j,,,,,,,,,,,,,key,j,19.61101111,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,18,322599,0.0-6.0-0.0-1.3,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,19,324660,0.0-6.0-0.0-0.4,890,,j,,,,,,,,,,,,,key,j,19.3468381,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,20,324966,0.0-6.0-0.0-1.4,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,21,327069,0.0-6.0-0.0-0.5,945,,j,,,,,,,,,,,,,key,j,16.650688,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,22,327376,0.0-6.0-0.0-1.5,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,23,329191,0.0-6.0-0.0-0.6,663,,f,,,,,,,,,,,,,key,f,19.54655435,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Image,他人,Mismatch,j,FALSE,Practice,
,,,,,html-keyboard-response,24,329505,0.0-6.0-0.0-1.6,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,25,331469,0.0-6.0-0.0-0.7,809,,j,,,,,,,,,,,,,key,j,18.20647664,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,26,331779,0.0-6.0-0.0-1.7,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,27,333837,0.0-6.0-0.0-0.8,896,,f,,,,,,,,,,,,,key,f,16.65087705,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,28,334146,0.0-6.0-0.0-1.8,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,29,336033,0.0-6.0-0.0-0.9,730,,j,,,,,,,,,,,,,key,j,16.65094643,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,30,336349,0.0-6.0-0.0-1.9,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,31,338780,0.0-6.0-0.0-0.10,1279,,f,,,,,,,,,,,,,key,f,16.65103448,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,32,339089,0.0-6.0-0.0-1.10,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,33,341005,0.0-6.0-0.0-0.11,753,,j,,,,,,,,,,,,,key,j,16.65007018,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Word,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,34,341313,0.0-6.0-0.0-1.11,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,35,343220,0.0-6.0-0.0-0.12,751,,j,,,,,,,,,,,,,key,j,16.65036842,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,36,343534,0.0-6.0-0.0-1.12,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,37,345450,0.0-6.0-0.0-0.13,755,,f,,,,,,,,,,,,,key,f,16.65026316,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,38,345753,0.0-6.0-0.0-1.13,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,39,347555,0.0-6.0-0.0-0.14,647,,j,,,,,,,,,,,,,key,j,16.64991589,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,40,347871,0.0-6.0-0.0-1.14,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,41,349989,0.0-6.0-0.0-0.15,964,,j,,,,,,,,,,,,,key,j,16.64969048,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,42,350302,0.0-6.0-0.0-1.15,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,43,352358,0.0-6.0-0.0-0.16,887,,j,,,,,,,,,,,,,key,j,16.65053659,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,44,352671,0.0-6.0-0.0-1.16,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,45,354657,0.0-6.0-0.0-0.17,816,,f,,,,,,,,,,,,,key,f,16.65087288,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Image,他人,Mismatch,j,FALSE,Practice,
,,,,,html-keyboard-response,46,354962,0.0-6.0-0.0-1.17,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,47,357509,0.0-6.0-0.0-0.18,1391,,f,,,,,,,,,,,,,key,f,16.65074342,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,j,FALSE,Practice,
,,,,,html-keyboard-response,48,357812,0.0-6.0-0.0-1.18,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,49,359951,0.0-6.0-0.0-0.19,984,,f,,,,,,,,,,,,,key,f,16.65035156,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,50,360268,0.0-6.0-0.0-1.19,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,51,362542,0.0-6.0-0.0-0.20,1113,,j,,,,,,,,,,,,,key,j,16.65048889,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Image,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,52,362850,0.0-6.0-0.0-1.20,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,53,364755,0.0-6.0-0.0-0.21,745,,j,,,,,,,,,,,,,key,j,16.65076106,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,54,365060,0.0-6.0-0.0-1.21,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,55,366886,0.0-6.0-0.0-0.22,673,,j,,,,,,,,,,,,,key,j,16.80649533,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,56,367199,0.0-6.0-0.0-1.22,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,57,369657,0.0-6.0-0.0-0.23,1301,,j,,,,,,,,,,,,,key,j,16.65077397,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Word,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,58,369966,0.0-6.0-0.0-1.23,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,html-keyboard-response,59,373146,0.0-6.0-1.0-0.0,3177,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了58% 的试次。</p><p class='context'>您的平均反应时为830毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>, ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,instructions,60,389870,0.0-6.0-1.0-1.0,16722,,,,,,,,,,,,,,"[{""page_index"":0,""viewing_time"":2821},{""page_index"":1,""viewing_time"":12836},{""page_index"":2,""viewing_time"":1064}]",,,,,,,,,,,,,,
,,,,,psychophysics,61,392149,0.0-6.1-0.1-0.24,1115,,j,,,,,,,,,,,,,key,j,16.65064444,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Word,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,62,392457,0.0-6.1-0.1-1.24,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,63,394402,0.0-6.1-0.1-0.25,794,,j,,,,,,,,,,,,,key,j,16.65083621,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Word,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,64,394718,0.0-6.1-0.1-1.25,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,65,396838,0.0-6.1-0.1-0.26,968,,f,,,,,,,,,,,,,key,f,16.65066667,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,66,397149,0.0-6.1-0.1-1.26,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,67,398992,0.0-6.1-0.1-0.27,689,,f,,,,,,,,,,,,,key,f,16.64966055,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,68,399296,0.0-6.1-0.1-1.27,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,69,401037,0.0-6.1-0.1-0.28,576,,j,,,,,,,,,,,,,key,j,18.44151613,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,70,401351,0.0-6.1-0.1-1.28,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,71,403298,0.0-6.1-0.1-0.29,789,,j,,,,,,,,,,,,,key,j,16.65075221,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Image,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,72,403608,0.0-6.1-0.1-1.29,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,73,405921,0.0-6.1-0.1-0.30,1158,,j,,,,,,,,,,,,,key,j,16.65053623,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Image,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,74,406226,0.0-6.1-0.1-1.30,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,75,407937,0.0-6.1-0.1-0.31,554,,f,,,,,,,,,,,,,key,f,16.65086275,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,76,408255,0.0-6.1-0.1-1.31,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,77,410561,0.0-6.1-0.1-0.32,1153,,j,,,,,,,,,,,,,key,j,16.65081752,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,78,410865,0.0-6.1-0.1-1.32,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,79,412775,0.0-6.1-0.1-0.33,757,,f,,,,,,,,,,,,,key,f,16.6509823,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,80,413082,0.0-6.1-0.1-1.33,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,81,415115,0.0-6.1-0.1-0.34,846,,j,,,,,,,,,,,,,key,j,16.6508595,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Image,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,82,415427,0.0-6.1-0.1-1.34,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,83,417810,0.0-6.1-0.1-0.35,1229,,f,,,,,,,,,,,,,key,f,16.6506338,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,84,418121,0.0-6.1-0.1-1.35,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,85,420009,0.0-6.1-0.1-0.36,734,,j,,,,,,,,,,,,,key,j,16.65080357,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,他人,Word,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,86,420318,0.0-6.1-0.1-1.36,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,87,422048,0.0-6.1-0.1-0.37,575,,f,,,,,,,,,,,,,key,f,16.65074757,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,88,422362,0.0-6.1-0.1-1.37,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,89,424107,0.0-6.1-0.1-0.38,589,,f,,,,,,,,,,,,,key,f,16.65104808,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,90,424430,0.0-6.1-0.1-1.38,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,91,426505,0.0-6.1-0.1-0.39,917,,f,,,,,,,,,,,,,key,f,16.65073387,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Image,朋友,Mismatch,j,FALSE,Practice,
,,,,,html-keyboard-response,92,426843,0.0-6.1-0.1-1.39,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,93,428627,0.0-6.1-0.1-0.40,629,,j,,,,,,,,,,,,,key,j,16.65036792,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Word,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,94,428931,0.0-6.1-0.1-1.40,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,95,431051,0.0-6.1-0.1-0.41,963,,j,,,,,,,,,,,,,key,j,16.65113492,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,96,431354,0.0-6.1-0.1-1.41,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,97,434078,0.0-6.1-0.1-0.42,null,,null,,,,,,,,,,,,,key,null,16.65046012,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,自我,Word,朋友,Mismatch,j,FALSE,Practice,
,,,,,html-keyboard-response,98,434393,0.0-6.1-0.1-1.42,null,<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,99,436778,0.0-6.1-0.1-0.43,1222,,j,,,,,,,,,,,,,key,j,16.65016197,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,100,437091,0.0-6.1-0.1-1.43,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,101,438977,0.0-6.1-0.1-0.44,732,,f,,,,,,,,,,,,,key,f,16.65039286,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Word,朋友,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,102,439287,0.0-6.1-0.1-1.44,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,103,441110,0.0-6.1-0.1-0.45,670,,j,,,,,,,,,,,,,key,j,16.65073148,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,朋友,Image,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,104,441419,0.0-6.1-0.1-1.45,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,105,443424,0.0-6.1-0.1-0.46,838,,f,,,,,,,,,,,,,key,f,16.65059664,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,106,443732,0.0-6.1-0.1-1.46,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,107,445480,0.0-6.1-0.1-0.47,594,,j,,,,,,,,,,,,,key,j,16.65084466,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,108,445789,0.0-6.1-0.1-1.47,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,html-keyboard-response,109,448612,0.0-6.1-1.1-0.1,2821,<style>.context{color:white; font-size: 35px; line-height:40px}</style>                        <div><p class='context'>您正确回答了79% 的试次。</p><p class='context'>您的平均反应时为815毫秒。</p><p> <div style = 'color: green'><按空格键至下页></div></p>, ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,instructions,110,515764,0.0-6.1-1.1-1.1,67149,,,,,,,,,,,,,,"[{""page_index"":0,""viewing_time"":2601},{""page_index"":1,""viewing_time"":62958},{""page_index"":2,""viewing_time"":1589}]",,,,,,,,,,,,,,
,,,,,psychophysics,111,517652,0.0-6.2-0.2-0.48,729,,f,,,,,,,,,,,,,key,f,16.65007143,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,112,517963,0.0-6.2-0.2-1.48,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,113,519756,0.0-6.2-0.2-0.49,624,,f,,,,,,,,,,,,,key,f,16.65107547,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Word,他人,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,114,520071,0.0-6.2-0.2-1.49,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,115,522002,0.0-6.2-0.2-0.50,779,,f,,,,,,,,,,,,,key,f,16.65073043,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,116,522317,0.0-6.2-0.2-1.50,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,117,524019,0.0-6.2-0.2-0.51,548,,f,,,,,,,,,,,,,key,f,16.65146535,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Image,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,118,524323,0.0-6.2-0.2-1.51,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,119,526270,0.0-6.2-0.2-0.52,782,,j,,,,,,,,,,,,,key,j,16.65040517,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,自我,Image,他人,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,120,526578,0.0-6.2-0.2-1.52,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,121,528570,0.0-6.2-0.2-0.53,837,,j,,,,,,,,,,,,,key,j,16.65083193,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,他人,Image,朋友,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,122,528877,0.0-6.2-0.2-1.53,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,123,530868,0.0-6.2-0.2-0.54,835,,f,,,,,,,,,,,,,key,f,16.64928571,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,自我,Word,自我,Match,f,TRUE,Practice,
,,,,,html-keyboard-response,124,531171,0.0-6.2-0.2-1.54,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,125,533283,0.0-6.2-0.2-0.55,955,,j,,,,,,,,,,,,,key,j,16.65015873,650.9524105,361.9047783,3_Stimuli/S_ambi40.png,朋友,Image,朋友,Match,f,FALSE,Practice,
,,,,,html-keyboard-response,126,533591,0.0-6.2-0.2-1.55,null,<span style='color:red; font-size: 70px;'>错误! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,127,535580,0.0-6.2-0.2-0.56,838,,j,,,,,,,,,,,,,key,j,16.65065546,650.9524105,361.9047783,3_Stimuli/C_ambi40.png,朋友,Word,自我,Mismatch,j,TRUE,Practice,
,,,,,html-keyboard-response,128,535894,0.0-6.2-0.2-1.56,null,<span style='color:GreenYellow; font-size: 70px;'>正确! </span>,null,,,,,,,,,,,,,,,,,,,,,,,,,feedback,
,,,,,psychophysics,129,537937,0.0-6.2-0.2-0.57,885,,f,,,,,,,,,,,,,key,f,16.65092562,650.9524105,361.9047783,3_Stimuli/T_ambi40.png,他人,Image,他人,Match,f,TRUE,Practice,
